screen_id,usual_brand,menthol,is_100,strength
K-A156,Marlboro Red Regular,nonmenthol,0,regular
K-A165,Marlboro Red Regular,nonmenthol,0,regular
K-A166,Marlboro Red Regular,nonmenthol,0,regular
K-A169,Marlboro Red Regular,nonmenthol,0,regular
K-A176,Marlboro Red Regular,nonmenthol,0,regular
K-A197,Marlboro Red Regular,nonmenthol,0,regular
K-A207,Marlboro Red Regular,nonmenthol,0,regular
K-A223,Marlboro Red Regular,nonmenthol,0,regular
K-A227,Marlboro Red Regular,nonmenthol,0,regular
K-A239,Marlboro Red Regular,nonmenthol,0,regular
K-A240,Marlboro Red Regular,nonmenthol,0,regular
K-A242,Marlboro Red Regular,nonmenthol,0,regular
K-A243,Marlboro Red Regular,nonmenthol,0,regular
K-A251,Marlboro Red Regular,nonmenthol,0,regular
L-A001,Marlboro Red Regular,nonmenthol,0,regular
L-A012,Marlboro Red Regular,nonmenthol,0,regular
L-A021,Marlboro Red Regular,nonmenthol,0,regular
L-A124,Marlboro Red Regular,nonmenthol,0,regular
L-A126,Marlboro Red Regular,nonmenthol,0,regular
L-A128,Marlboro Red Regular,nonmenthol,0,regular
L-A235,Marlboro Red Regular,nonmenthol,0,regular
L-A308,Marlboro Red Regular,nonmenthol,0,regular
L-A311,Marlboro Red Regular,nonmenthol,0,regular
L-A336,Marlboro Red Regular,nonmenthol,0,regular
L-A418,Marlboro Red Regular,nonmenthol,0,regular
L-A497,Marlboro Red Regular,nonmenthol,0,regular
L-A512,Marlboro Red Regular,nonmenthol,0,regular
L-B015,Marlboro Red Regular,nonmenthol,0,regular
L-B040,Marlboro Red Regular,nonmenthol,0,regular
J-C060,Marlboro Red Regular,nonmenthol,1,regular
K-C074,Marlboro Red Regular,nonmenthol,0,regular
J-A188,Marlboro Red Special Select 100s,nonmenthol,1,regular
J-A245,Marlboro Red Special Select 100s,nonmenthol,1,regular
J-A278,Marlboro Red Special Select 100s,nonmenthol,1,regular
K-A080,Marlboro Red Special Select 100s,nonmenthol,1,regular
L-A256,Marlboro Red Special Select 100s,nonmenthol,1,regular
L-A327,Marlboro Red Special Select 100s,nonmenthol,1,regular
L-B010,Marlboro Red Special Select 100s,nonmenthol,1,regular
K-C026,Marlboro Red Special Select 100s,nonmenthol,1,regular
J-A289,Marlboro Red Special Select Regular,nonmenthol,0,regular
K-A014,Marlboro Red Special Select Regular,nonmenthol,0,regular
K-A023,Marlboro Red Special Select Regular,nonmenthol,0,regular
K-A259,Marlboro Red Special Select Regular,nonmenthol,0,regular
L-A438,Marlboro Red Special Select Regular,nonmenthol,0,regular
L-A303,Marlboro Regular 100s,nonmenthol,1,regular
L-B156,Marlboro Silver 100s,nonmenthol,1,ultra light
J-C048,Marlboro Silver 100s,nonmenthol,1,ultra light
J-C149,Marlboro Silver 100s,nonmenthol,1,ultra light
J-C100,Marlboro Silver 72s,nonmenthol,0,ultra light
K-A184,Marlboro Silver Menthol Regular,menthol,0,ultra light
J-A080,Marlboro Silver Regular,nonmenthol,0,ultra light
L-A090,Marlboro Silver Regular,nonmenthol,0,ultra light
L-A471,Marlboro Silver Regular,nonmenthol,0,ultra light
L-A239,Marlboro Slate 100s,menthol,1,bold
L-A138,Marlboro Slate Menthol 100s,menthol,1,bold
J-A091,Marlboro Smooth 100s,menthol,1,regular
J-A177,Marlboro Smooth Menthol 100s,menthol,1,regular
J-A263,Marlboro Smooth Menthol 100s,menthol,1,regular
L-B115,Marlboro Smooth Menthol 100s,menthol,1,regular
J-A199,Marlboro Smooth Menthol Regular,menthol,0,regular
J-A202,Marlboro Smooth Menthol Regular,menthol,0,regular
J-A214,Marlboro Smooth Menthol Regular,menthol,0,regular
L-A420,Marlboro Smooth Regular,menthol,0,regular
L-A526,Marlboro Smooth Regular,menthol,0,regular
J-A050,Marlboro Southern Cuts Regular,nonmenthol,0,regular
J-A128,Marlboro Southern Cuts Regular,nonmenthol,0,regular
L-A333,Marlboro Southern Cuts Regular,nonmenthol,0,regular
J-C161,Maverick Gold 100s,nonmenthol,1,light
L-A213,Maverick Menthol 100s,menthol,1,regular
L-B005,Maverick Menthol 100s,menthol,1,regular
L-B057,Maverick Menthol 100s,menthol,1,regular
L-B159,Maverick Menthol 100s,menthol,1,regular
L-B185,Maverick Menthol 100s,menthol,1,regular
L-B190,Maverick Menthol 100s,menthol,1,regular
L-B198,Maverick Menthol 100s,menthol,1,regular
J-C008,Maverick Menthol 100s,menthol,1,regular
J-C018,Maverick Menthol 100s,menthol,1,regular
J-C024,Maverick Menthol 100s,menthol,1,regular
J-C026,Maverick Menthol 100s,menthol,1,regular
J-C030,Maverick Menthol 100s,menthol,1,regular
J-C122,Maverick Menthol 100s,menthol,1,regular
J-C132,Maverick Menthol 100s,menthol,1,regular
J-C159,Maverick Menthol 100s,menthol,1,regular
K-C005,Maverick Menthol 100s,menthol,1,regular
K-C010,Maverick Menthol 100s,menthol,1,regular
K-C018,Maverick Menthol 100s,menthol,1,regular
K-C024,Maverick Menthol 100s,menthol,1,regular
K-C053,Maverick Menthol 100s,menthol,1,regular
K-C061,Maverick Menthol 100s,menthol,1,regular
K-C068,Maverick Menthol 100s,menthol,1,regular
K-C082,Maverick Menthol 100s,menthol,1,regular
K-C088,Maverick Menthol 100s,menthol,1,regular
K-C096,Maverick Menthol 100s,menthol,1,regular
K-C102,Maverick Menthol 100s,menthol,1,regular
J-C091,Maverick Menthol Regular,menthol,0,regular
J-C133,Maverick Menthol Regular,menthol,0,regular
L-B179,Maverick Red Regular,nonmenthol,0,regular
K-C050,Maverick Red Regular,nonmenthol,0,regular
L-B097,Montclair Blue 100s,nonmenthol,1,regular
L-B125,Newport Gold 100s,nonmenthol,1,light
K-A190,Newport Gold Regular,nonmenthol,0,light
J-A011,Newport Menthol 100s,menthol,1,regular
J-A031,Newport Menthol 100s,menthol,1,regular
J-A060,Newport Menthol 100s,menthol,1,regular
J-A072,Newport Menthol 100s,menthol,1,regular
J-A102,Newport Menthol 100s,menthol,1,regular
J-A169,Newport Menthol 100s,menthol,1,regular
J-A211,Newport Menthol 100s,menthol,1,regular
J-A243,Newport Menthol 100s,menthol,1,regular
J-A275,Newport Menthol 100s,menthol,1,regular
J-A298,Newport Menthol 100s,menthol,1,regular
K-A003,Newport Menthol 100s,menthol,1,regular
K-A047,Newport Menthol 100s,menthol,1,regular
K-A092,Newport Menthol 100s,menthol,1,regular
K-A109,Newport Menthol 100s,menthol,1,regular
K-A113,Newport Menthol 100s,menthol,1,regular
K-A148,Newport Menthol 100s,menthol,1,regular
K-A171,Newport Menthol 100s,menthol,1,regular
K-A215,Newport Menthol 100s,menthol,1,regular
K-A237,Newport Menthol 100s,menthol,1,regular
K-A247,Newport Menthol 100s,menthol,1,regular
K-A271,Newport Menthol 100s,menthol,1,regular
L-A058,Newport Menthol 100s,menthol,1,regular
L-A269,Newport Menthol 100s,menthol,1,regular
L-A294,Newport Menthol 100s,menthol,1,regular
L-A380,Newport Menthol 100s,menthol,1,regular
L-A491,Newport Menthol 100s,menthol,1,regular
L-A493,Newport Menthol 100s,menthol,1,regular
L-B002,Newport Menthol 100s,menthol,1,regular
L-B017,Newport Menthol 100s,menthol,1,regular
L-B029,Newport Menthol 100s,menthol,1,regular
L-B038,Newport Menthol 100s,menthol,1,regular
L-B042,Newport Menthol 100s,menthol,1,regular
L-B045,Newport Menthol 100s,menthol,1,regular
L-B055,Newport Menthol 100s,menthol,1,regular
L-B066,Newport Menthol 100s,menthol,1,regular
L-B069,Newport Menthol 100s,menthol,1,regular
L-B091,Newport Menthol 100s,menthol,1,regular
L-B113,Newport Menthol 100s,menthol,1,regular
L-B114,Newport Menthol 100s,menthol,1,regular
L-B116,Newport Menthol 100s,menthol,1,regular
L-B119,Newport Menthol 100s,menthol,1,regular
L-B120,Newport Menthol 100s,menthol,1,regular
L-B122,Newport Menthol 100s,menthol,1,regular
L-B128,Newport Menthol 100s,menthol,1,regular
L-B137,Newport Menthol 100s,menthol,1,regular
L-B140,Newport Menthol 100s,menthol,1,regular
L-B141,Newport Menthol 100s,menthol,1,regular
L-B144,Newport Menthol 100s,menthol,1,regular
L-B153,Newport Menthol 100s,menthol,1,regular
L-B158,Newport Menthol 100s,menthol,1,regular
L-B160,Newport Menthol 100s,menthol,1,regular
L-B163,Newport Menthol 100s,menthol,1,regular
L-B178,Newport Menthol 100s,menthol,1,regular
L-B187,Newport Menthol 100s,menthol,1,regular
L-B193,Newport Menthol 100s,menthol,1,regular
L-B194,Newport Menthol 100s,menthol,1,regular
L-B197,Newport Menthol 100s,menthol,1,regular
J-C001,Newport Menthol 100s,menthol,1,regular
J-C003,Newport Menthol 100s,menthol,1,regular
J-C004,Newport Menthol 100s,menthol,1,regular
J-C009,Newport Menthol 100s,menthol,1,regular
J-C023,Newport Menthol 100s,menthol,1,regular
J-C028,Newport Menthol 100s,menthol,1,regular
J-C032,Newport Menthol 100s,menthol,1,regular
J-C033,Newport Menthol 100s,menthol,1,regular
J-C042,Newport Menthol 100s,menthol,1,regular
J-C045,Newport Menthol 100s,menthol,1,regular
J-C046,Newport Menthol 100s,menthol,1,regular
J-C047,Newport Menthol 100s,menthol,1,regular
J-C050,Newport Menthol 100s,menthol,1,regular
J-C057,Newport Menthol 100s,menthol,1,regular
J-C059,Newport Menthol 100s,menthol,1,regular
J-C063,Newport Menthol 100s,menthol,1,regular
J-C065,Newport Menthol 100s,menthol,1,regular
J-C069,Newport Menthol 100s,menthol,1,regular
J-C079,Newport Menthol 100s,menthol,1,regular
J-C080,Newport Menthol 100s,menthol,1,regular
J-C090,Newport Menthol 100s,menthol,1,regular
J-C096,Newport Menthol 100s,menthol,1,regular
J-C105,Newport Menthol 100s,menthol,1,regular
J-C108,Newport Menthol 100s,menthol,1,regular
J-C114,Newport Menthol 100s,menthol,1,regular
J-C115,Newport Menthol 100s,menthol,1,regular
J-C120,Newport Menthol 100s,menthol,1,regular
J-C124,Newport Menthol 100s,menthol,1,regular
J-C126,Newport Menthol 100s,menthol,1,regular
J-C134,Newport Menthol 100s,menthol,1,regular
J-C135,Newport Menthol 100s,menthol,1,regular
J-C136,Newport Menthol 100s,menthol,1,regular
J-C142,Newport Menthol 100s,menthol,1,regular
J-C143,Newport Menthol 100s,menthol,1,regular
J-C144,Newport Menthol 100s,menthol,1,regular
J-C152,Newport Menthol 100s,menthol,1,regular
J-C153,Newport Menthol 100s,menthol,1,regular
J-C162,Newport Menthol 100s,menthol,1,regular
J-C163,Newport Menthol 100s,menthol,1,regular
K-C002,Newport Menthol 100s,menthol,1,regular
K-C007,Newport Menthol 100s,menthol,1,regular
K-C009,Newport Menthol 100s,menthol,1,regular
K-C011,Newport Menthol 100s,menthol,1,regular
K-C012,Newport Menthol 100s,menthol,1,regular
K-C015,Newport Menthol 100s,menthol,1,regular
K-C016,Newport Menthol 100s,menthol,1,regular
K-C020,Newport Menthol 100s,menthol,1,regular
K-C021,Newport Menthol 100s,menthol,1,regular
K-C023,Newport Menthol 100s,menthol,1,regular
K-C025,Newport Menthol 100s,menthol,1,regular
K-C027,Newport Menthol 100s,menthol,1,regular
K-C028,Newport Menthol 100s,menthol,1,regular
K-C029,Newport Menthol 100s,menthol,1,regular
K-C031,Newport Menthol 100s,menthol,1,regular
K-C032,Newport Menthol 100s,menthol,1,regular
K-C033,Newport Menthol 100s,menthol,1,regular
K-C034,Newport Menthol 100s,menthol,1,regular
K-C035,Newport Menthol 100s,menthol,1,regular
K-C038,Newport Menthol 100s,menthol,1,regular
K-C039,Newport Menthol 100s,menthol,1,regular
K-C041,Newport Menthol 100s,menthol,1,regular
K-C043,Newport Menthol 100s,menthol,1,regular
K-C044,Newport Menthol 100s,menthol,1,regular
K-C045,Newport Menthol 100s,menthol,1,regular
K-C046,Newport Menthol 100s,menthol,1,regular
K-C051,Newport Menthol 100s,menthol,1,regular
K-C052,Newport Menthol 100s,menthol,1,regular
K-C054,Newport Menthol 100s,menthol,1,regular
K-C056,Newport Menthol 100s,menthol,1,regular
K-C058,Newport Menthol 100s,menthol,1,regular
K-C059,Newport Menthol 100s,menthol,1,regular
K-C060,Newport Menthol 100s,menthol,1,regular
K-C062,Newport Menthol 100s,menthol,1,regular
K-C065,Newport Menthol 100s,menthol,1,regular
K-C066,Newport Menthol 100s,menthol,1,regular
K-C067,Newport Menthol 100s,menthol,1,regular
K-C069,Newport Menthol 100s,menthol,1,regular
K-C071,Newport Menthol 100s,menthol,1,regular
K-C072,Newport Menthol 100s,menthol,1,regular
K-C077,Newport Menthol 100s,menthol,1,regular
K-C078,Newport Menthol 100s,menthol,1,regular
K-C080,Newport Menthol 100s,menthol,1,regular
K-C083,Newport Menthol 100s,menthol,1,regular
K-C086,Newport Menthol 100s,menthol,1,regular
K-C087,Newport Menthol 100s,menthol,1,regular
K-C091,Newport Menthol 100s,menthol,1,regular
K-C092,Newport Menthol 100s,menthol,1,regular
K-C093,Newport Menthol 100s,menthol,1,regular
K-C094,Newport Menthol 100s,menthol,1,regular
K-C095,Newport Menthol 100s,menthol,1,regular
K-C098,Newport Menthol 100s,menthol,1,regular
K-C100,Newport Menthol 100s,menthol,1,regular
K-C101,Newport Menthol 100s,menthol,1,regular
K-C103,Newport Menthol 100s,menthol,1,regular
K-C105,Newport Menthol 100s,menthol,1,regular
K-C106,Newport Menthol 100s,menthol,1,regular
K-C107,Newport Menthol 100s,menthol,1,regular
K-A036,Newport Menthol Regular,menthol,0,regular
K-A163,Newport Menthol Regular,menthol,0,regular
K-A164,Newport Menthol Regular,menthol,0,regular
K-A200,Newport Menthol Regular,menthol,0,regular
K-A231,Newport Menthol Regular,menthol,0,regular
K-A249,Newport Menthol Regular,menthol,0,regular
K-A268,Newport Menthol Regular,menthol,0,regular
L-A019,Newport Menthol Regular,menthol,0,regular
L-A314,Newport Menthol Regular,menthol,0,regular
L-A519,Newport Menthol Regular,menthol,0,regular
L-B030,Newport Menthol Regular,menthol,0,regular
L-B054,Newport Menthol Regular,menthol,0,regular
L-B134,Newport Menthol Regular,menthol,0,regular
L-B175,Newport Menthol Regular,menthol,0,regular
L-B176,Newport Menthol Regular,menthol,0,regular
L-B181,Newport Menthol Regular,menthol,0,regular
L-B199,Newport Menthol Regular,menthol,0,regular
J-C073,Newport Menthol Regular,menthol,0,regular
J-C081,Newport Menthol Regular,menthol,0,regular
J-C088,Newport Menthol Regular,menthol,0,regular
J-C112,Newport Menthol Regular,menthol,0,regular
J-C140,Newport Menthol Regular,menthol,0,regular
J-C151,Newport Menthol Regular,menthol,0,regular
J-C154,Newport Menthol Regular,menthol,0,regular
K-C008,Newport Menthol Regular,menthol,0,regular
K-C014,Newport Menthol Regular,menthol,0,regular
K-C048,Newport Menthol Regular,menthol,0,regular
K-C073,Newport Menthol Regular,menthol,0,regular
J-C039,Newport Menthols 100s,menthol,1,regular
K-C006,Newport Menthols 100s,menthol,1,regular
K-A180,Newport Platinum Menthol Regular,menthol,0,light
J-A071,Newport Red 100s,nonmenthol,1,regular
J-A140,Newport Red 100s,nonmenthol,1,regular
J-A173,Newport Red 100s,nonmenthol,1,regular
J-A296,Newport Red 100s,nonmenthol,1,regular
K-A021,Newport Red 100s,nonmenthol,1,regular
K-A145,Newport Red 100s,nonmenthol,1,regular
K-A152,Newport Red 100s,nonmenthol,1,regular
K-A188,Newport Red 100s,nonmenthol,1,regular
K-A211,Newport Red 100s,nonmenthol,1,regular
K-A248,Newport Red 100s,nonmenthol,1,regular
K-A270,Newport Red 100s,nonmenthol,1,regular
L-A281,Newport Red 100s,nonmenthol,1,regular
L-A316,Newport Red 100s,nonmenthol,1,regular
L-A325,Newport Red 100s,nonmenthol,1,regular
L-B077,Newport Red 100s,menthol,1,regular
L-B084,Newport Red 100s,menthol,1,regular
J-C041,Newport Red 100s,nonmenthol,1,regular
J-C145,Newport Red 100s,nonmenthol,1,regular
K-C047,Newport Red 100s,nonmenthol,1,regular
J-A067,Newport Red Regular,nonmenthol,0,regular
K-A022,Newport Red Regular,nonmenthol,0,regular
K-A071,Newport Red Regular,nonmenthol,0,regular
K-A260,Newport Red Regular,nonmenthol,0,regular
K-A264,Newport Red Regular,nonmenthol,0,regular
L-A014,Newport Red Regular,nonmenthol,0,regular
L-B063,Newport Red Regular,nonmenthol,0,regular
K-C057,Newport Red Regular,nonmenthol,0,regular
L-B009,Newport Smooth Select Menthol 100s,menthol,1,regular
J-A228,Pall Mall Blue Nanoking,nonmenthol,0,light
K-A206,Pall Mall Menthol 100s,menthol,1,regular
L-A007,Pall Mall Menthol 100s,menthol,1,regular
L-A020,Pall Mall Menthol 100s,menthol,1,regular
L-A169,Pall Mall Menthol 100s,menthol,1,regular
L-A506,Pall Mall Menthol 100s,menthol,1,regular
L-B131,Pall Mall Menthol 100s,menthol,1,regular
L-B143,Pall Mall Menthol 100s,menthol,1,regular
J-C038,Pall Mall Menthol 100s,menthol,1,regular
L-B100,Pall Mall Menthol Nanoking,menthol,0,regular
L-A243,Pall Mall Menthol Regular,menthol,0,regular
J-A073,Pall Mall Red 100s,nonmenthol,1,regular
K-A103,Pall Mall Red 100s,nonmenthol,1,regular
K-A182,Pall Mall Red 100s,nonmenthol,1,regular
K-A225,Pall Mall Red 100s,nonmenthol,1,regular
L-A359,Pall Mall Red 100s,nonmenthol,1,regular
L-B089,Pall Mall Red 100s,nonmenthol,1,regular
L-B124,Pall Mall Red 100s,nonmenthol,1,regular
L-B146,Pall Mall Red 100s,nonmenthol,1,regular
L-B168,Pall Mall Red 100s,menthol,1,regular
L-B171,Pall Mall Red 100s,nonmenthol,1,regular
J-C010,Pall Mall Red 100s,nonmenthol,1,regular
L-A255,Pall Mall Red Nanokings,nonmenthol,0,regular
J-A048,Pall Mall Red Regular,nonmenthol,0,regular
K-A013,Pall Mall Red Regular,nonmenthol,0,regular
K-A216,Pall Mall Red Regular,nonmenthol,0,regular
L-A279,Pall Mall Red Regular,nonmenthol,0,regular
J-A062,Parliament 100s,nonmenthol,1,regular
K-A016,Parliament White Regular,nonmenthol,0,light
L-A501,Parliament White Regular,nonmenthol,0,light
L-A191,Piel Roja rolling tobacco,nonmenthol,,
J-A221,Pyramid Blue 100s,nonmenthol,1,light
L-A181,Pyramid Red 100s,nonmenthol,1,regular
K-A186,Reservation American Blend Regular,nonmenthol,0,regular
J-A068,Reservation Crown Full Flavor King,nonmenthol,0,regular
J-A078,Reservation Crown Full Flavor King,nonmenthol,0,regular
L-A027,Reservation Crown Light 100s,nonmenthol,1,light
J-A209,Reservation Crown Menthol King,menthol,0,regular
J-A057,Reservation Rollies 100s,nonmenthol,1,regular
L-A231,Reservation Rollies 100s,nonmenthol,1,regular
L-A145,Reservation Rollies Light 100s,nonmenthol,0,light
L-A510,Reservation Rollies Light Menthol Regular,menthol,0,light
L-A195,Reservation Rollies Light Regular,nonmenthol,0,light
L-A354,Reservation Rollies Light Regular,nonmenthol,0,light
J-A241,Reservation Rollies Menthol 100s,menthol,1,regular
L-A054,Reservation Rollies Menthol Regular,menthol,0,regular
J-A001,Reservation Rollies Regular,nonmenthol,0,regular
J-A135,Reservation Rollies Regular,nonmenthol,0,regular
J-A144,Reservation Rollies Regular,nonmenthol,0,regular
J-A147,Reservation Rollies Regular,nonmenthol,0,regular
J-A175,Reservation Rollies Regular,nonmenthol,0,regular
J-A201,Reservation Rollies Regular,nonmenthol,0,regular
J-A204,Reservation Rollies Regular,nonmenthol,0,regular
J-A236,Reservation Rollies Regular,nonmenthol,0,regular
J-A253,Reservation Rollies Regular,nonmenthol,0,regular
L-A108,Reservation Rollies Regular,menthol,0,regular
L-A262,Reservation Rollies Regular,nonmenthol,0,regular
L-A396,Reservation Rollies Regular,nonmenthol,0,regular
J-A174,Reservation Wyatt Light 100s,nonmenthol,1,light
J-A274,Reservation Wyatt Light Menthol Regular,menthol,0,light
L-A246,Reservation Wyatt Light Regular,nonmenthol,0,light
J-A165,Reservation Wyatt Menthol 100s,menthol,1,regular
J-A029,Reservation Wyatt Regular,nonmenthol,0,regular
J-A163,Reservation Wyatt Regular,nonmenthol,0,regular
K-A107,roll your own OHM,nonmenthol,,
J-A101,Seneca Medium 100s,nonmenthol,1,regular
J-A176,Shield Silver Menthol 100s,menthol,1,light
K-A098,Signal Full Flavor Regular,nonmenthol,0,regular
K-A213,Signal Menthol Max Regular,menthol,0,regular
L-A428,Sonoma Menthol Light Regular,menthol,0,light
K-A110,Sonoma Menthol Regular,menthol,0,regular
K-A263,USA Gold 100s,nonmenthol,1,regular
J-A138,USA Gold Menthol 100s ,menthol,1,light
J-A297,USA Gold Red 100s,nonmenthol,1,regular
L-B147,Winston 100s,nonmenthol,1,regular